Handle,Title,Body (HTML),Vendor,Product Type,Tags,Published,Variant Price,Variant SKU,Variant Inventory Qty,Image Src
product-900,Zegarek Biały 900,<p>Wysokiej jakości zegarek w kolorze biały. Idealny do codziennego użytku.</p>,FashionPeak,Accessories,"eko, bestseller",true,161.67,SKU-0900,8,
product-901,Torba Czerwony 901,<p>Wysokiej jakości torba w kolorze czerwony. Idealny do codziennego użytku.</p>,TechLite,Accessories,"promo, bestseller, premium",true,198.8,SKU-0901,44,
product-902,Lampa Szary 902,<p>Wysokiej jakości lampa w kolorze szary. Idealny do codziennego użytku.</p>,TechLite,Accessories,"bestseller, promo, premium",true,79.52,SKU-0902,50,
product-903,Koszulka Zielony 903,<p>Wysokiej jakości koszulka w kolorze zielony. Idealny do codziennego użytku.</p>,EcoWear,Clothing,"premium, bestseller",true,166.21,SKU-0903,11,
product-904,Koszulka Zielony 904,<p>Wysokiej jakości koszulka w kolorze zielony. Idealny do codziennego użytku.</p>,FashionPeak,Accessories,"nowość, eko",true,83.75,SKU-0904,24,
product-905,Koszulka Żółty 905,<p>Wysokiej jakości koszulka w kolorze żółty. Idealny do codziennego użytku.</p>,EcoWear,Clothing,"eko, bestseller",true,189.3,SKU-0905,42,
product-906,Koszulka Biały 906,<p>Wysokiej jakości koszulka w kolorze biały. Idealny do codziennego użytku.</p>,SportMax,Accessories,"bestseller, promo",true,14.86,SKU-0906,43,
product-907,Kurtka Szary 907,<p>Wysokiej jakości kurtka w kolorze szary. Idealny do codziennego użytku.</p>,FashionPeak,Accessories,"promo, bestseller",true,187.88,SKU-0907,13,
product-908,Torba Zielony 908,<p>Wysokiej jakości torba w kolorze zielony. Idealny do codziennego użytku.</p>,TechLite,Clothing,"premium, promo, bestseller",true,34.81,SKU-0908,49,
product-909,Lampa Niebieski 909,<p>Wysokiej jakości lampa w kolorze niebieski. Idealny do codziennego użytku.</p>,HomeVibe,Lighting,"premium, promo",true,71.33,SKU-0909,32,
product-910,Koszulka Zielony 910,<p>Wysokiej jakości koszulka w kolorze zielony. Idealny do codziennego użytku.</p>,FashionPeak,Footwear,"premium, bestseller, eko",true,58.66,SKU-0910,50,
product-911,Kubek Niebieski 911,<p>Wysokiej jakości kubek w kolorze niebieski. Idealny do codziennego użytku.</p>,TrendyShop,Watches,"promo, bestseller, eko",true,17.71,SKU-0911,29,
product-912,Torba Zielony 912,<p>Wysokiej jakości torba w kolorze zielony. Idealny do codziennego użytku.</p>,TechLite,Outerwear,"nowość, bestseller, promo",true,96.39,SKU-0912,19,
product-913,Zegarek Zielony 913,<p>Wysokiej jakości zegarek w kolorze zielony. Idealny do codziennego użytku.</p>,TechLite,Watches,"premium, bestseller, eko",true,86.87,SKU-0913,35,
product-914,Torba Biały 914,<p>Wysokiej jakości torba w kolorze biały. Idealny do codziennego użytku.</p>,HomeVibe,Outerwear,"nowość, premium",true,83.2,SKU-0914,49,
product-915,Kurtka Biały 915,<p>Wysokiej jakości kurtka w kolorze biały. Idealny do codziennego użytku.</p>,EcoWear,Accessories,"promo, premium, nowość",true,82.36,SKU-0915,26,
product-916,Zegarek Szary 916,<p>Wysokiej jakości zegarek w kolorze szary. Idealny do codziennego użytku.</p>,SportMax,Lighting,"eko, promo",true,153.59,SKU-0916,27,
product-917,Torba Czarny 917,<p>Wysokiej jakości torba w kolorze czarny. Idealny do codziennego użytku.</p>,SportMax,Outerwear,"nowość, eko",true,13.95,SKU-0917,26,
product-918,Koszulka Niebieski 918,<p>Wysokiej jakości koszulka w kolorze niebieski. Idealny do codziennego użytku.</p>,TechLite,Homeware,"promo, bestseller",true,191.84,SKU-0918,22,
product-919,Koszulka Biały 919,<p>Wysokiej jakości koszulka w kolorze biały. Idealny do codziennego użytku.</p>,SportMax,Accessories,"promo, premium",true,47.03,SKU-0919,27,
product-920,Torba Biały 920,<p>Wysokiej jakości torba w kolorze biały. Idealny do codziennego użytku.</p>,TechLite,Clothing,"bestseller, eko, premium",true,76.65,SKU-0920,17,
product-921,Buty Czerwony 921,<p>Wysokiej jakości buty w kolorze czerwony. Idealny do codziennego użytku.</p>,EcoWear,Outerwear,"premium, nowość, bestseller",true,155.43,SKU-0921,28,
product-922,Buty Szary 922,<p>Wysokiej jakości buty w kolorze szary. Idealny do codziennego użytku.</p>,EcoWear,Footwear,"eko, bestseller, nowość",true,13.15,SKU-0922,10,
product-923,Buty Czerwony 923,<p>Wysokiej jakości buty w kolorze czerwony. Idealny do codziennego użytku.</p>,FashionPeak,Accessories,"premium, nowość",true,36.46,SKU-0923,26,
product-924,Buty Zielony 924,<p>Wysokiej jakości buty w kolorze zielony. Idealny do codziennego użytku.</p>,FashionPeak,Outerwear,"premium, nowość",true,65.6,SKU-0924,42,
product-925,Buty Niebieski 925,<p>Wysokiej jakości buty w kolorze niebieski. Idealny do codziennego użytku.</p>,HomeVibe,Homeware,"nowość, premium, bestseller",true,88.11,SKU-0925,6,
product-926,Lampa Niebieski 926,<p>Wysokiej jakości lampa w kolorze niebieski. Idealny do codziennego użytku.</p>,EcoWear,Homeware,"eko, bestseller, nowość",true,89.11,SKU-0926,49,
product-927,Kubek Szary 927,<p>Wysokiej jakości kubek w kolorze szary. Idealny do codziennego użytku.</p>,FashionPeak,Outerwear,"nowość, eko",true,30.88,SKU-0927,31,
product-928,Kurtka Zielony 928,<p>Wysokiej jakości kurtka w kolorze zielony. Idealny do codziennego użytku.</p>,TrendyShop,Footwear,"promo, premium",true,147.92,SKU-0928,50,
product-929,Buty Czerwony 929,<p>Wysokiej jakości buty w kolorze czerwony. Idealny do codziennego użytku.</p>,FashionPeak,Clothing,"bestseller, promo, eko",true,23.27,SKU-0929,19,
product-930,Buty Żółty 930,<p>Wysokiej jakości buty w kolorze żółty. Idealny do codziennego użytku.</p>,TechLite,Footwear,"nowość, bestseller",true,143.47,SKU-0930,47,
product-931,Zegarek Czerwony 931,<p>Wysokiej jakości zegarek w kolorze czerwony. Idealny do codziennego użytku.</p>,TechLite,Outerwear,"bestseller, nowość, promo",true,165.48,SKU-0931,18,
product-932,Koszulka Szary 932,<p>Wysokiej jakości koszulka w kolorze szary. Idealny do codziennego użytku.</p>,HomeVibe,Watches,"eko, bestseller",true,190.36,SKU-0932,24,
product-933,Kubek Szary 933,<p>Wysokiej jakości kubek w kolorze szary. Idealny do codziennego użytku.</p>,TechLite,Homeware,"nowość, premium",true,169.83,SKU-0933,21,
product-934,Torba Zielony 934,<p>Wysokiej jakości torba w kolorze zielony. Idealny do codziennego użytku.</p>,HomeVibe,Footwear,"premium, bestseller",true,139.82,SKU-0934,41,
product-935,Zegarek Biały 935,<p>Wysokiej jakości zegarek w kolorze biały. Idealny do codziennego użytku.</p>,SportMax,Accessories,"premium, nowość, eko",true,156.45,SKU-0935,29,
product-936,Koszulka Żółty 936,<p>Wysokiej jakości koszulka w kolorze żółty. Idealny do codziennego użytku.</p>,TechLite,Lighting,"eko, bestseller",true,75.46,SKU-0936,23,
product-937,Koszulka Czerwony 937,<p>Wysokiej jakości koszulka w kolorze czerwony. Idealny do codziennego użytku.</p>,HomeVibe,Outerwear,"nowość, eko",true,121.33,SKU-0937,49,
product-938,Koszulka Żółty 938,<p>Wysokiej jakości koszulka w kolorze żółty. Idealny do codziennego użytku.</p>,TrendyShop,Homeware,"eko, promo, premium",true,118.72,SKU-0938,37,
product-939,Kubek Czarny 939,<p>Wysokiej jakości kubek w kolorze czarny. Idealny do codziennego użytku.</p>,TrendyShop,Lighting,"eko, nowość",true,86.09,SKU-0939,45,
product-940,Zegarek Zielony 940,<p>Wysokiej jakości zegarek w kolorze zielony. Idealny do codziennego użytku.</p>,HomeVibe,Accessories,"nowość, promo",true,16.3,SKU-0940,19,
product-941,Koszulka Szary 941,<p>Wysokiej jakości koszulka w kolorze szary. Idealny do codziennego użytku.</p>,EcoWear,Outerwear,"promo, nowość",true,77.52,SKU-0941,31,
product-942,Zegarek Biały 942,<p>Wysokiej jakości zegarek w kolorze biały. Idealny do codziennego użytku.</p>,SportMax,Outerwear,"premium, promo, eko",true,156.13,SKU-0942,23,
product-943,Zegarek Czerwony 943,<p>Wysokiej jakości zegarek w kolorze czerwony. Idealny do codziennego użytku.</p>,TrendyShop,Accessories,"promo, eko, bestseller",true,41.25,SKU-0943,9,
product-944,Kurtka Żółty 944,<p>Wysokiej jakości kurtka w kolorze żółty. Idealny do codziennego użytku.</p>,SportMax,Clothing,"promo, nowość",true,161.17,SKU-0944,47,
product-945,Buty Czarny 945,<p>Wysokiej jakości buty w kolorze czarny. Idealny do codziennego użytku.</p>,SportMax,Homeware,"promo, bestseller",true,164.27,SKU-0945,7,
product-946,Koszulka Zielony 946,<p>Wysokiej jakości koszulka w kolorze zielony. Idealny do codziennego użytku.</p>,EcoWear,Watches,"promo, premium",true,83.93,SKU-0946,49,
product-947,Lampa Żółty 947,<p>Wysokiej jakości lampa w kolorze żółty. Idealny do codziennego użytku.</p>,SportMax,Clothing,"nowość, eko, bestseller",true,91.32,SKU-0947,46,
product-948,Torba Biały 948,<p>Wysokiej jakości torba w kolorze biały. Idealny do codziennego użytku.</p>,FashionPeak,Watches,"promo, nowość, premium",true,84.32,SKU-0948,30,
product-949,Lampa Zielony 949,<p>Wysokiej jakości lampa w kolorze zielony. Idealny do codziennego użytku.</p>,EcoWear,Watches,"eko, bestseller",true,32.04,SKU-0949,11,
product-950,Lampa Czarny 950,<p>Wysokiej jakości lampa w kolorze czarny. Idealny do codziennego użytku.</p>,SportMax,Watches,"premium, eko",true,160.19,SKU-0950,49,
product-951,Lampa Biały 951,<p>Wysokiej jakości lampa w kolorze biały. Idealny do codziennego użytku.</p>,HomeVibe,Footwear,"nowość, eko, bestseller",true,73.61,SKU-0951,34,
product-952,Kurtka Niebieski 952,<p>Wysokiej jakości kurtka w kolorze niebieski. Idealny do codziennego użytku.</p>,TechLite,Clothing,"premium, nowość, promo",true,164.91,SKU-0952,26,
product-953,Kubek Żółty 953,<p>Wysokiej jakości kubek w kolorze żółty. Idealny do codziennego użytku.</p>,FashionPeak,Outerwear,"nowość, eko",true,60.13,SKU-0953,23,
product-954,Kurtka Czarny 954,<p>Wysokiej jakości kurtka w kolorze czarny. Idealny do codziennego użytku.</p>,TechLite,Homeware,"premium, eko",true,112.51,SKU-0954,22,
product-955,Zegarek Biały 955,<p>Wysokiej jakości zegarek w kolorze biały. Idealny do codziennego użytku.</p>,FashionPeak,Homeware,"bestseller, premium",true,155.12,SKU-0955,27,
product-956,Zegarek Czarny 956,<p>Wysokiej jakości zegarek w kolorze czarny. Idealny do codziennego użytku.</p>,HomeVibe,Footwear,"eko, premium",true,126.4,SKU-0956,22,
product-957,Kubek Czarny 957,<p>Wysokiej jakości kubek w kolorze czarny. Idealny do codziennego użytku.</p>,TechLite,Lighting,"eko, premium, bestseller",true,84.3,SKU-0957,20,
product-958,Zegarek Szary 958,<p>Wysokiej jakości zegarek w kolorze szary. Idealny do codziennego użytku.</p>,SportMax,Lighting,"promo, nowość, eko",true,14.37,SKU-0958,11,
product-959,Buty Szary 959,<p>Wysokiej jakości buty w kolorze szary. Idealny do codziennego użytku.</p>,FashionPeak,Accessories,"nowość, premium, promo",true,143.21,SKU-0959,13,
product-960,Lampa Czerwony 960,<p>Wysokiej jakości lampa w kolorze czerwony. Idealny do codziennego użytku.</p>,FashionPeak,Lighting,"eko, nowość, bestseller",true,143.31,SKU-0960,13,
product-961,Lampa Szary 961,<p>Wysokiej jakości lampa w kolorze szary. Idealny do codziennego użytku.</p>,EcoWear,Outerwear,"nowość, premium",true,17.01,SKU-0961,40,
product-962,Koszulka Niebieski 962,<p>Wysokiej jakości koszulka w kolorze niebieski. Idealny do codziennego użytku.</p>,EcoWear,Watches,"nowość, eko, promo",true,136.67,SKU-0962,22,
product-963,Zegarek Żółty 963,<p>Wysokiej jakości zegarek w kolorze żółty. Idealny do codziennego użytku.</p>,TrendyShop,Lighting,"bestseller, nowość, premium",true,75.62,SKU-0963,11,
product-964,Kubek Żółty 964,<p>Wysokiej jakości kubek w kolorze żółty. Idealny do codziennego użytku.</p>,HomeVibe,Accessories,"premium, promo",true,89.04,SKU-0964,20,
product-965,Buty Zielony 965,<p>Wysokiej jakości buty w kolorze zielony. Idealny do codziennego użytku.</p>,TrendyShop,Footwear,"premium, nowość",true,12.93,SKU-0965,48,
product-966,Lampa Czarny 966,<p>Wysokiej jakości lampa w kolorze czarny. Idealny do codziennego użytku.</p>,TechLite,Footwear,"eko, promo",true,103.27,SKU-0966,31,
product-967,Lampa Szary 967,<p>Wysokiej jakości lampa w kolorze szary. Idealny do codziennego użytku.</p>,SportMax,Watches,"premium, eko",true,34.66,SKU-0967,12,
product-968,Kurtka Niebieski 968,<p>Wysokiej jakości kurtka w kolorze niebieski. Idealny do codziennego użytku.</p>,SportMax,Footwear,"nowość, bestseller, premium",true,95.69,SKU-0968,15,
product-969,Lampa Żółty 969,<p>Wysokiej jakości lampa w kolorze żółty. Idealny do codziennego użytku.</p>,HomeVibe,Accessories,"eko, promo, premium",true,174.89,SKU-0969,41,
product-970,Koszulka Żółty 970,<p>Wysokiej jakości koszulka w kolorze żółty. Idealny do codziennego użytku.</p>,SportMax,Homeware,"premium, eko, nowość",true,152.36,SKU-0970,33,
product-971,Kurtka Żółty 971,<p>Wysokiej jakości kurtka w kolorze żółty. Idealny do codziennego użytku.</p>,TechLite,Lighting,"nowość, bestseller",true,75.63,SKU-0971,19,
product-972,Koszulka Czarny 972,<p>Wysokiej jakości koszulka w kolorze czarny. Idealny do codziennego użytku.</p>,TechLite,Clothing,"nowość, promo, bestseller",true,154.83,SKU-0972,7,
product-973,Kurtka Żółty 973,<p>Wysokiej jakości kurtka w kolorze żółty. Idealny do codziennego użytku.</p>,TrendyShop,Outerwear,"premium, promo",true,85.73,SKU-0973,23,
product-974,Torba Czarny 974,<p>Wysokiej jakości torba w kolorze czarny. Idealny do codziennego użytku.</p>,EcoWear,Lighting,"nowość, eko, bestseller",true,166.24,SKU-0974,23,
product-975,Torba Żółty 975,<p>Wysokiej jakości torba w kolorze żółty. Idealny do codziennego użytku.</p>,HomeVibe,Outerwear,"bestseller, nowość",true,34.19,SKU-0975,38,
product-976,Kurtka Żółty 976,<p>Wysokiej jakości kurtka w kolorze żółty. Idealny do codziennego użytku.</p>,TechLite,Watches,"bestseller, eko",true,20.26,SKU-0976,19,
product-977,Zegarek Szary 977,<p>Wysokiej jakości zegarek w kolorze szary. Idealny do codziennego użytku.</p>,TrendyShop,Accessories,"eko, bestseller, promo",true,10.94,SKU-0977,42,
product-978,Buty Czarny 978,<p>Wysokiej jakości buty w kolorze czarny. Idealny do codziennego użytku.</p>,FashionPeak,Accessories,"promo, nowość, bestseller",true,128.07,SKU-0978,46,
product-979,Zegarek Biały 979,<p>Wysokiej jakości zegarek w kolorze biały. Idealny do codziennego użytku.</p>,SportMax,Clothing,"bestseller, eko",true,18.79,SKU-0979,38,
product-980,Buty Szary 980,<p>Wysokiej jakości buty w kolorze szary. Idealny do codziennego użytku.</p>,EcoWear,Lighting,"nowość, bestseller",true,96.45,SKU-0980,50,
product-981,Koszulka Zielony 981,<p>Wysokiej jakości koszulka w kolorze zielony. Idealny do codziennego użytku.</p>,TechLite,Clothing,"promo, bestseller",true,157.94,SKU-0981,11,
product-982,Kubek Żółty 982,<p>Wysokiej jakości kubek w kolorze żółty. Idealny do codziennego użytku.</p>,TrendyShop,Watches,"nowość, bestseller, premium",true,110.81,SKU-0982,26,
product-983,Koszulka Czarny 983,<p>Wysokiej jakości koszulka w kolorze czarny. Idealny do codziennego użytku.</p>,SportMax,Lighting,"nowość, premium",true,44.58,SKU-0983,37,
product-984,Koszulka Czerwony 984,<p>Wysokiej jakości koszulka w kolorze czerwony. Idealny do codziennego użytku.</p>,EcoWear,Accessories,"nowość, promo, premium",true,83.94,SKU-0984,5,
product-985,Koszulka Szary 985,<p>Wysokiej jakości koszulka w kolorze szary. Idealny do codziennego użytku.</p>,EcoWear,Outerwear,"nowość, premium",true,162.2,SKU-0985,8,
product-986,Kubek Niebieski 986,<p>Wysokiej jakości kubek w kolorze niebieski. Idealny do codziennego użytku.</p>,SportMax,Outerwear,"nowość, eko, bestseller",true,37.59,SKU-0986,23,
product-987,Kurtka Szary 987,<p>Wysokiej jakości kurtka w kolorze szary. Idealny do codziennego użytku.</p>,TechLite,Accessories,"promo, eko",true,153.03,SKU-0987,16,
product-988,Zegarek Szary 988,<p>Wysokiej jakości zegarek w kolorze szary. Idealny do codziennego użytku.</p>,TechLite,Lighting,"promo, nowość",true,101.46,SKU-0988,46,
product-989,Kubek Czerwony 989,<p>Wysokiej jakości kubek w kolorze czerwony. Idealny do codziennego użytku.</p>,EcoWear,Homeware,"nowość, promo, bestseller",true,52.45,SKU-0989,32,
product-990,Buty Szary 990,<p>Wysokiej jakości buty w kolorze szary. Idealny do codziennego użytku.</p>,FashionPeak,Footwear,"nowość, bestseller",true,114.82,SKU-0990,45,
product-991,Kubek Czarny 991,<p>Wysokiej jakości kubek w kolorze czarny. Idealny do codziennego użytku.</p>,FashionPeak,Clothing,"premium, nowość, promo",true,14.4,SKU-0991,45,
product-992,Torba Czarny 992,<p>Wysokiej jakości torba w kolorze czarny. Idealny do codziennego użytku.</p>,SportMax,Lighting,"eko, promo",true,67.57,SKU-0992,28,
product-993,Torba Żółty 993,<p>Wysokiej jakości torba w kolorze żółty. Idealny do codziennego użytku.</p>,HomeVibe,Clothing,"eko, nowość, promo",true,52.04,SKU-0993,45,
product-994,Lampa Biały 994,<p>Wysokiej jakości lampa w kolorze biały. Idealny do codziennego użytku.</p>,EcoWear,Accessories,"promo, premium",true,189.53,SKU-0994,35,
product-995,Torba Biały 995,<p>Wysokiej jakości torba w kolorze biały. Idealny do codziennego użytku.</p>,TechLite,Accessories,"promo, nowość",true,111.06,SKU-0995,21,
product-996,Lampa Czarny 996,<p>Wysokiej jakości lampa w kolorze czarny. Idealny do codziennego użytku.</p>,SportMax,Homeware,"nowość, eko, premium",true,147.72,SKU-0996,39,
product-997,Kurtka Zielony 997,<p>Wysokiej jakości kurtka w kolorze zielony. Idealny do codziennego użytku.</p>,HomeVibe,Homeware,"promo, eko",true,103.49,SKU-0997,35,
product-998,Kurtka Czarny 998,<p>Wysokiej jakości kurtka w kolorze czarny. Idealny do codziennego użytku.</p>,TechLite,Accessories,"nowość, eko",true,146.66,SKU-0998,18,
product-999,Lampa Żółty 999,<p>Wysokiej jakości lampa w kolorze żółty. Idealny do codziennego użytku.</p>,FashionPeak,Lighting,"premium, eko, promo",true,67.13,SKU-0999,37,
product-1000,Zegarek Niebieski 1000,<p>Wysokiej jakości zegarek w kolorze niebieski. Idealny do codziennego użytku.</p>,HomeVibe,Accessories,"nowość, bestseller",true,72.7,SKU-1000,48,
